MSZoning,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,BldgType,HouseStyle,OverallQual,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,TotalBsmtSF,HeatingQC,CentralAir,Electrical,1stFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageCars,GarageArea,PavedDrive,SalePrice,Years Before Sale,Years Since Remod
RL,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,941,Ex,Y,SBrkr,941,1829,2,Gd,7,Typ,1,2,613,Y,237000,7,7
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,Gable,CompShg,HdBoard,Plywood,TA,TA,1516,TA,Y,SBrkr,1516,1516,1,TA,6,Typ,0,2,472,Y,167000,45,45
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,TA,TA,1144,Gd,Y,SBrkr,1144,1144,1,TA,6,Typ,0,2,456,Y,139950,47,47
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,Gable,CompShg,VinylSd,HdBoard,TA,TA,1067,TA,Y,SBrkr,1067,1067,2,Gd,4,Min2,0,2,436,Y,128000,60,15
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,TA,TA,1559,Gd,Y,SBrkr,1559,1559,1,TA,5,Min2,0,2,812,Y,153500,59,34
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,2Story,6,Gable,CompShg,HdBoard,HdBoard,TA,TA,483,TA,Y,SBrkr,483,987,1,TA,5,Typ,0,1,264,Y,100000,35,35
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,TA,TA,1099,Ex,Y,SBrkr,1099,1099,1,Gd,6,Typ,0,1,352,Y,144000,13,2
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,5,Gable,CompShg,MetalSd,MetalSd,TA,TA,768,Ex,Y,SBrkr,768,1200,1,TA,6,Typ,0,1,240,Y,130500,62,13
RH,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,672,TA,N,SBrkr,810,1482,2,Fa,7,Typ,0,1,400,P,140000,83,58
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,5,Gable,CompShg,MetalSd,MetalSd,TA,TA,650,Gd,Y,SBrkr,958,1539,2,Gd,8,Typ,1,2,686,P,157500,104,6
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,SLvl,6,Gable,CompShg,HdBoard,HdBoard,TA,TA,1127,TA,Y,SBrkr,1165,1165,1,TA,6,Typ,0,2,490,Y,174900,42,42
RL,Reg,Lvl,AllPub,Corner,Gtl,Artery,Norm,Duplex,1Story,5,Gable,CompShg,BrkFace,BrkFace,TA,TA,1800,Ex,N,SBrkr,1800,1800,2,TA,10,Typ,0,0,0,Y,141000,46,46
RM,IR1,Lvl,AllPub,Inside,Gtl,Artery,Norm,1Fam,1.5Fin,5,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,876,Gd,Y,SBrkr,876,1416,1,TA,7,Typ,1,3,720,Y,153900,93,58
RL,IR1,Lvl,AllPub,CulDSac,Gtl,RRAe,Norm,1Fam,SFoyer,5,Gable,CompShg,HdBoard,HdBoard,TA,TA,1390,TA,Y,SBrkr,1701,1701,2,TA,6,Min2,2,2,611,Y,171000,32,26
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,HdBoard,HdBoard,Gd,TA,740,Ex,Y,SBrkr,1006,1775,2,Gd,7,Typ,1,2,425,Y,213000,16,16
RL,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,Plywood,TA,TA,864,Ex,Y,SBrkr,864,864,1,TA,5,Typ,1,1,338,Y,133500,37,37
RL,IR2,Bnk,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,6,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,907,TA,Y,SBrkr,1307,2358,3,TA,10,Typ,1,2,360,Y,240000,100,11
RL,Reg,Lvl,AllPub,FR2,Gtl,Feedr,Norm,1Fam,SLvl,6,Hip,CompShg,Plywood,Plywood,Gd,Gd,528,Ex,Y,SBrkr,1094,1855,2,TA,7,Typ,1,2,512,Y,187000,31,13
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,6,Gable,CompShg,VinylSd,VinylSd,Gd,TA,848,Ex,Y,SBrkr,848,848,1,Gd,3,Typ,0,2,420,Y,131500,4,4
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,8,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1273,Ex,Y,SBrkr,1456,1456,2,Gd,7,Typ,1,2,400,Y,215000,3,3
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2.5Unf,7,Gable,CompShg,MetalSd,MetalSd,TA,Gd,918,Gd,Y,SBrkr,918,1646,2,TA,7,Typ,2,1,240,Y,164000,66,57
RL,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,SLvl,6,Gable,CompShg,MetalSd,HdBoard,TA,Gd,1127,TA,Y,SBrkr,1445,1445,1,TA,7,Typ,1,2,645,Y,158000,45,45
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Hip,CompShg,Wd Sdng,Plywood,TA,TA,1763,TA,Y,SBrkr,1779,1779,1,TA,6,Typ,1,2,454,Y,170000,51,32
RL,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,HdBoard,TA,Gd,1040,Ex,Y,SBrkr,1040,1040,1,TA,6,Typ,0,1,260,Y,127000,48,0
RL,IR1,Low,AllPub,Inside,Mod,Norm,Norm,1Fam,SLvl,6,Gable,CompShg,Plywood,HdBoard,TA,TA,940,TA,Y,SBrkr,1026,1026,1,TA,5,Typ,0,2,576,Y,147000,30,30
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,Gable,CompShg,HdBoard,HdBoard,TA,TA,702,Gd,Y,SBrkr,702,1481,2,TA,6,Typ,1,2,343,Y,174000,15,14
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,Gable,CompShg,HdBoard,HdBoard,TA,TA,1090,TA,Y,SBrkr,1370,1370,2,TA,6,Typ,1,2,479,Y,152000,33,33
RL,IR1,Lvl,AllPub,Corner,Gtl,PosA,Norm,1Fam,2Story,6,Gable,CompShg,HdBoard,HdBoard,TA,TA,1054,TA,Y,SBrkr,1512,2654,2,Gd,9,Typ,1,2,619,Y,250000,38,22
RL,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1.5Fin,7,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,TA,912,Gd,Y,SBrkr,912,1426,1,Gd,7,Typ,1,1,216,Y,189950,89,9
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,2fmCon,1Story,5,Hip,CompShg,Plywood,HdBoard,TA,TA,1039,Ex,Y,SBrkr,1039,1039,1,TA,6,Typ,0,2,504,Y,131500,45,45
RL,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,6,Hip,CompShg,HdBoard,Plywood,TA,TA,1040,TA,Y,SBrkr,1097,1097,2,TA,6,Typ,0,2,480,Y,152000,26,25
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Hip,CompShg,BrkFace,Plywood,TA,TA,1148,TA,Y,SBrkr,1148,1148,1,TA,6,Typ,0,1,672,Y,132500,50,50
FV,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1372,Ex,Y,SBrkr,1372,1372,2,Gd,6,Typ,0,2,529,Y,250580,1,0
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,MetalSd,MetalSd,TA,TA,1002,TA,Y,SBrkr,1002,1002,1,TA,5,Typ,0,2,902,Y,148500,39,39
RL,IR1,HLS,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,8,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1638,Ex,Y,SBrkr,1646,1646,2,Gd,6,Typ,1,3,870,Y,248900,1,0
RL,Reg,Lvl,AllPub,Corner,Gtl,Feedr,Norm,1Fam,1Story,4,Gable,CompShg,VinylSd,VinylSd,TA,TA,1040,TA,Y,SBrkr,1120,1120,1,Fa,5,Typ,0,2,544,Y,129000,46,46
RL,IR2,Lvl,AllPub,Corner,Gtl,Feedr,Norm,1Fam,2Story,5,Gable,CompShg,Plywood,Plywood,TA,TA,0,Gd,Y,SBrkr,1547,2320,2,TA,7,Typ,1,2,672,P,169000,58,56
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,MetalSd,MetalSd,Gd,TA,1050,Ex,Y,SBrkr,1062,1949,2,Gd,8,Typ,1,2,574,Y,236000,17,16
RL,Reg,Lvl,AllPub,Inside,Gtl,PosN,Norm,1Fam,1Story,5,Hip,CompShg,MetalSd,MetalSd,TA,TA,894,Gd,N,SBrkr,894,894,1,TA,5,Typ,0,1,308,Y,109500,47,47
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,TA,TA,804,Ex,Y,SBrkr,804,1682,2,Gd,7,Typ,0,2,523,Y,200500,12,12
RL,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,WdShing,Wd Shng,Gd,TA,105,Gd,Y,SBrkr,910,910,1,Gd,5,Typ,0,2,414,Y,116000,55,12
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,HdBoard,Gd,TA,832,Gd,Y,SBrkr,1036,1268,1,TA,6,Typ,1,1,288,Y,133000,60,59
RM,Reg,Lvl,AllPub,Inside,Gtl,Artery,Norm,1Fam,1.5Fin,5,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,676,Ex,Y,SBrkr,676,1131,1,TA,5,Typ,0,1,200,Y,66500,68,59
FV,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,8,Gable,CompShg,CemntBd,CmentBd,Gd,TA,1184,Ex,Y,SBrkr,1184,2610,2,Ex,11,Typ,1,2,550,Y,303477,0,0
RL,Reg,HLS,AllPub,Inside,Mod,Norm,Norm,1Fam,1Story,4,Gable,CompShg,HdBoard,Plywood,TA,TA,1064,Gd,Y,SBrkr,1040,1040,1,TA,5,Typ,0,2,648,Y,132250,44,44
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,9,Hip,CompShg,VinylSd,VinylSd,Gd,TA,1462,Ex,Y,SBrkr,1462,2224,2,Ex,10,Typ,1,3,738,Y,350000,5,4
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,SFoyer,5,Gable,CompShg,HdBoard,HdBoard,TA,TA,1109,TA,Y,SBrkr,1155,1155,1,Gd,6,Min2,0,2,576,Y,148000,49,15
RL,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,Gd,Gd,864,Ex,Y,SBrkr,864,864,1,TA,6,Typ,0,1,336,Y,136500,31,4
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,TA,TA,1090,Gd,Y,SBrkr,1090,1090,1,TA,5,Typ,0,2,450,Y,157000,2,1
RL,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,1.5Fin,7,Gable,CompShg,HdBoard,HdBoard,Gd,Gd,1156,Ex,Y,SBrkr,1187,1717,2,Gd,7,Typ,1,2,400,Y,187500,17,16
RL,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,TA,TA,808,Gd,Y,SBrkr,808,1593,2,TA,7,Typ,1,2,389,Y,178000,17,16
RL,Reg,Bnk,AllPub,Inside,Gtl,Norm,Norm,1Fam,2.5Fin,4,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,TA,795,TA,N,SBrkr,954,2230,1,TA,10,Typ,0,1,440,Y,118500,94,56
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,HdBoard,TA,TA,892,TA,Y,SBrkr,892,892,1,TA,5,Typ,0,1,288,Y,100000,42,42
FV,IR1,Lvl,AllPub,CulDSac,Gtl,Norm,Norm,TwnhsE,1Story,9,Gable,CompShg,MetalSd,MetalSd,Gd,TA,1698,Ex,Y,SBrkr,1709,1709,2,Gd,5,Typ,1,2,506,Y,328900,9,8
RL,Reg,Lvl,AllPub,Corner,Gtl,Norm,Norm,Duplex,1Story,5,Gable,CompShg,MetalSd,MetalSd,TA,TA,1626,Ex,Y,SBrkr,1712,1712,2,TA,8,Typ,0,2,588,Y,145000,47,1
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,5,Gable,CompShg,MetalSd,MetalSd,TA,Gd,816,TA,Y,SBrkr,872,1393,1,TA,8,Typ,0,1,300,Y,135500,53,53
RL,IR1,Lvl,AllPub,Inside,Mod,Norm,Norm,1Fam,1Story,8,Flat,Tar&Grv,Wd Sdng,Wd Sdng,Gd,Gd,2217,Ex,Y,SBrkr,2217,2217,2,Gd,8,Typ,1,2,621,Y,268000,37,37
RL,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,1Fam,1Story,6,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,1505,Ex,Y,SBrkr,1505,1505,1,TA,6,Typ,1,2,505,Y,149500,56,56
RL,Reg,Lvl,AllPub,Corner,Gtl,Artery,Norm,1Fam,1.5Fin,5,Gable,CompShg,MetalSd,MetalSd,TA,Gd,672,Ex,Y,SBrkr,672,924,1,TA,6,Typ,1,2,576,Y,122900,58,1
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,Hip,CompShg,HdBoard,HdBoard,TA,TA,918,Gd,Y,SBrkr,918,1683,2,TA,7,Typ,1,2,440,Y,172500,31,31
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,Hip,CompShg,HdBoard,HdBoard,TA,TA,1059,TA,Y,SBrkr,1068,1068,1,TA,6,Typ,0,1,264,Y,154500,43,3
RL,Reg,Lvl,AllPub,Inside,Gtl,PosN,Norm,1Fam,1Story,5,Gable,CompShg,Wd Sdng,Plywood,TA,TA,1383,TA,Y,SBrkr,1383,1383,1,TA,6,Typ,1,1,354,Y,165000,54,54
RL,Reg,Bnk,AllPub,Inside,Gtl,Norm,Norm,Duplex,1Story,5,Gable,CompShg,Plywood,Plywood,TA,TA,0,TA,Y,SBrkr,1535,1535,2,TA,8,Typ,0,2,400,Y,118858,30,30
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,Hip,CompShg,HdBoard,HdBoard,TA,TA,780,TA,Y,SBrkr,983,1796,1,TA,8,Typ,1,2,483,Y,140000,45,45
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,951,Ex,N,SBrkr,951,951,1,TA,6,Typ,0,1,327,Y,106500,70,56
RL,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,Duplex,2Story,5,Gable,CompShg,Plywood,Plywood,TA,TA,0,TA,Y,SBrkr,1120,2240,2,TA,12,Typ,0,2,528,Y,142953,30,30
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,9,Hip,CompShg,VinylSd,VinylSd,Ex,TA,2330,Ex,Y,SBrkr,2364,2364,2,Ex,11,Typ,2,3,820,Y,611657,1,0
RL,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,Plywood,TA,TA,912,TA,Y,SBrkr,1236,1236,1,TA,6,Typ,1,1,288,Y,135000,45,12
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,Gable,CompShg,HdBoard,HdBoard,TA,TA,858,TA,Y,SBrkr,858,858,1,TA,4,Typ,0,1,684,Y,110000,36,36
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Hip,CompShg,MetalSd,MetalSd,TA,Gd,992,TA,Y,SBrkr,1306,1306,1,TA,5,Typ,0,1,756,Y,153000,52,9
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,783,Ex,Y,SBrkr,807,1509,2,Gd,8,Typ,1,2,393,Y,180000,3,3
RL,IR1,HLS,AllPub,CulDSac,Gtl,Norm,Norm,1Fam,1Story,7,Hip,CompShg,VinylSd,VinylSd,Gd,TA,1670,Ex,Y,SBrkr,1670,1670,2,Gd,7,Typ,1,3,690,Y,240000,0,0
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,Wd Sdng,TA,TA,876,TA,Y,SBrkr,902,902,1,TA,6,Typ,0,1,288,Y,125500,40,40
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,HdBoard,TA,TA,1056,TA,Y,SBrkr,1063,1063,1,TA,6,Typ,0,1,280,Y,128000,56,56
RL,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,8,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1623,Ex,Y,SBrkr,1636,1636,2,Gd,8,Typ,1,3,865,Y,255000,1,1
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1.5Fin,7,Gable,CompShg,BrkFace,BrkFace,Gd,TA,1017,Gd,Y,SBrkr,1020,2057,1,Gd,6,Typ,1,1,180,Y,250000,70,19
RL,IR1,Low,AllPub,Inside,Mod,Norm,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,HdBoard,TA,TA,864,TA,Y,SBrkr,902,902,1,TA,5,Typ,0,2,484,Y,131000,23,23
RL,IR2,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,Gable,CompShg,VinylSd,VinylSd,Gd,TA,742,Ex,Y,SBrkr,742,1484,2,Gd,8,Typ,1,2,390,Y,174000,4,4
RL,Reg,Lvl,AllPub,Corner,Gtl,Feedr,Norm,Duplex,2Story,5,Gable,CompShg,MetalSd,MetalSd,TA,TA,1105,TA,Y,FuseA,1105,2274,2,TA,12,Typ,0,2,480,Y,154300,50,50
RL,IR1,Lvl,AllPub,CulDSac,Mod,Norm,Norm,1Fam,1Story,5,Gable,CompShg,HdBoard,Plywood,TA,TA,1268,TA,Y,SBrkr,1268,1268,1,Gd,5,Typ,0,1,252,Y,143500,32,20
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,MetalSd,MetalSd,TA,TA,768,TA,N,SBrkr,1015,1015,1,TA,6,Min1,0,1,450,Y,88000,81,56
RH,Reg,HLS,AllPub,Inside,Gtl,Norm,Norm,Duplex,2Story,5,Gable,CompShg,MetalSd,MetalSd,TA,TA,1001,TA,N,FuseA,1001,2002,2,TA,8,Typ,0,3,871,Y,145000,58,57
FV,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,2Story,6,Gable,CompShg,VinylSd,VinylSd,Gd,TA,612,Ex,Y,SBrkr,612,1224,2,Gd,4,Typ,0,2,528,Y,173733,0,0
RM,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,Twnhs,2Story,4,Gable,CompShg,CemntBd,CmentBd,TA,TA,546,Fa,Y,SBrkr,546,1092,1,TA,6,Typ,0,1,286,Y,75000,37,37
C (all),Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,2,Gable,CompShg,AsbShng,AsbShng,TA,TA,480,TA,N,FuseA,480,480,0,TA,4,Typ,0,1,308,Y,35311,57,56
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,Gable,CompShg,VinylSd,VinylSd,TA,TA,1134,Ex,Y,FuseA,1229,1229,1,TA,6,Typ,0,1,284,Y,135000,53,53
RL,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,HdBoard,HdBoard,Gd,TA,1104,Ex,Y,SBrkr,912,2127,2,Gd,8,Typ,1,3,833,Y,238000,16,16
RL,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,6,Hip,CompShg,MetalSd,MetalSd,Ex,TA,1184,Ex,Y,SBrkr,1414,1414,1,TA,6,Min1,1,2,601,Y,176500,50,6
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,6,Gable,CompShg,HdBoard,HdBoard,Gd,Gd,928,Ex,Y,SBrkr,936,1721,2,Gd,7,Typ,0,2,471,Y,201000,13,13
RL,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,Duplex,1.5Fin,5,Gable,CompShg,MetalSd,MetalSd,TA,TA,1272,Gd,Y,SBrkr,1272,2200,2,TA,9,Typ,0,0,0,N,145900,108,5
RL,Reg,Lvl,AllPub,Inside,Gtl,RRAn,Norm,1Fam,1Story,6,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1316,Ex,Y,SBrkr,1316,1316,2,Gd,6,Typ,1,2,397,Y,169990,1,0
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,TwnhsE,1Story,6,Gable,CompShg,Plywood,Plywood,Gd,TA,1604,Ex,Y,SBrkr,1617,1617,2,Gd,5,Typ,1,2,533,Y,193000,15,14
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,6,Gable,CompShg,Plywood,Plywood,TA,Gd,1686,TA,Y,SBrkr,1686,1686,2,TA,7,Typ,1,2,612,Y,207500,26,26
RL,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,TA,TA,1126,TA,Y,SBrkr,1126,1126,2,Ex,6,Typ,0,2,540,Y,175000,31,31
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,8,Hip,CompShg,VinylSd,VinylSd,Gd,TA,1181,Ex,Y,SBrkr,1234,2374,2,Ex,10,Typ,1,3,656,Y,285000,4,3
RL,Reg,Lvl,AllPub,Inside,Gtl,Feedr,Norm,1Fam,2Story,7,Gable,CompShg,MetalSd,MetalSd,TA,TA,832,Gd,Y,SBrkr,1098,1978,2,TA,9,Typ,1,2,486,Y,176000,40,40
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,8,Hip,CompShg,VinylSd,VinylSd,Gd,TA,1753,Ex,Y,SBrkr,1788,1788,2,Ex,7,Typ,1,2,522,Y,236500,8,8
RL,IR1,Lvl,AllPub,Corner,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,HdBoard,HdBoard,TA,TA,964,Gd,Y,SBrkr,993,2236,2,Gd,8,Typ,1,2,642,Y,222000,9,9
RL,IR1,HLS,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,8,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1466,Ex,Y,SBrkr,1466,1466,2,Gd,7,Typ,0,3,610,Y,201000,2,2
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,5,Gable,CompShg,VinylSd,VinylSd,TA,TA,925,Ex,Y,SBrkr,925,925,1,TA,5,Typ,0,1,429,Y,117500,44,44
RL,IR1,Lvl,AllPub,Corner,Gtl,RRNn,Norm,1Fam,1Story,9,Hip,CompShg,VinylSd,ImStucc,Ex,TA,1905,Ex,Y,SBrkr,1905,1905,2,Ex,8,Typ,1,3,788,Y,320000,1,1
RL,Reg,Lvl,AllPub,FR2,Gtl,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1500,Ex,Y,SBrkr,1500,1500,2,Gd,6,Typ,0,2,570,Y,190000,5,5
RL,IR2,HLS,AllPub,Inside,Mod,PosA,Norm,1Fam,1Story,7,Flat,Tar&Grv,Wd Sdng,Wd Sdng,TA,TA,585,Ex,Y,SBrkr,2069,2069,2,Gd,9,Typ,1,2,505,Y,242000,48,1
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,4,Gable,CompShg,MetalSd,MetalSd,TA,Gd,600,Gd,Y,SBrkr,747,747,1,TA,5,Typ,0,2,528,Y,79900,80,53
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,1Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1176,Ex,Y,SBrkr,1200,1200,2,Gd,5,Typ,0,2,555,Y,184900,6,6
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1113,Ex,Y,SBrkr,1113,1971,2,Gd,8,Typ,1,2,689,Y,253000,4,4
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,1391,Ex,Y,SBrkr,1391,1962,2,Gd,7,Typ,0,3,868,Y,239799,0,0
RL,Reg,Lvl,AllPub,Inside,Gtl,Norm,Norm,1Fam,2Story,7,Gable,CompShg,MetalSd,MetalSd,TA,Gd,1032,Ex,Y,SBrkr,1207,2403,2,TA,10,Typ,2,1,349,Y,244400,70,60
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,Duplex,1Story,6,Gable,CompShg,Plywood,Plywood,TA,TA,1728,TA,Y,SBrkr,1728,1728,2,TA,8,Typ,0,2,574,Y,150900,30,30
RL,IR1,Lvl,AllPub,FR2,Gtl,RRNn,Norm,1Fam,2Story,7,Gable,CompShg,VinylSd,VinylSd,Gd,TA,992,Ex,Y,SBrkr,1022,2060,2,Gd,8,Typ,1,2,390,Y,214000,10,10
RL,IR1,Lvl,AllPub,Inside,Gtl,Norm,Norm,Duplex,1Story,4,Gable,CompShg,MetalSd,MetalSd,TA,TA,1440,TA,Y,SBrkr,1440,1440,2,TA,8,Typ,0,0,0,N,150000,30,30
RL,Reg,Low,AllPub,Inside,Gtl,Norm,Norm,Duplex,1Story,5,Gable,CompShg,HdBoard,Plywood,TA,TA,1632,TA,Y,SBrkr,1632,1632,2,TA,8,Typ,0,2,576,P,143000,40,40
RL,IR1,Lvl,NoSeWa,CulDSac,Gtl,Norm,Norm,1Fam,SLvl,6,Gable,CompShg,HdBoard,HdBoard,TA,TA,819,Gd,Y,FuseA,1344,1344,1,Gd,7,Typ,1,2,525,Y,137500,51,51
